Country,Year,Sex,Age,Suicides_No,Population,Suicides100kPop,HDIYear,GDPYear,GDPCapita,Generation
Australia,1989,female,25-34 years,87,1383800,6.29,0.683,299317645143,19223,Boomers
Australia,1989,female,35-54 years,130,2086700,6.23,0.683,299317645143,19223,Silent
Australia,1989,female,15-24 years,51,1349700,3.78,0.683,299317645143,19223,Generation X
Australia,1989,male,5-14 years,8,1273300,0.63,0.683,299317645143,19223,Generation X
Australia,1989,female,5-14 years,1,1207800,0.08,0.683,299317645143,19223,Generation X
Australia,1990,male,75+ years,87,276900,31.42,0.865,310838014621,19665,G.I. Generation
Australia,1990,male,25-34 years,418,1415000,29.54,0.865,310838014621,19665,Boomers
Australia,1990,male,15-24 years,374,1405900,26.6,0.865,310838014621,19665,Generation X
Australia,1990,male,55-74 years,325,1266400,25.66,0.865,310838014621,19665,G.I. Generation
Australia,1990,male,35-54 years,549,2220600,24.72,0.865,310838014621,19665,Silent
Australia,1990,female,75+ years,37,465600,7.95,0.865,310838014621,19665,G.I. Generation
Australia,1990,female,25-34 years,109,1401200,7.78,0.865,310838014621,19665,Boomers
Australia,1990,female,55-74 years,98,1349000,7.26,0.865,310838014621,19665,G.I. Generation
Australia,1990,female,35-54 years,136,2154800,6.31,0.865,310838014621,19665,Silent
Australia,1990,female,15-24 years,64,1354800,4.72,0.865,310838014621,19665,Generation X
Australia,1990,male,5-14 years,5,1281300,0.39,0.865,310838014621,19665,Generation X
Australia,1990,female,5-14 years,0,1215500,0,0.865,310838014621,19665,Generation X
Australia,1991,male,75+ years,114,287600,39.64,0.683,325358292128,20320,G.I. Generation
Australia,1991,male,25-34 years,427,1416500,30.14,0.683,325358292128,20320,Boomers
Australia,1991,male,35-54 years,631,2279600,27.68,0.683,325358292128,20320,Boomers
Australia,1991,male,15-24 years,354,1405900,25.18,0.683,325358292128,20320,Generation X
Australia,1991,male,55-74 years,273,1282700,21.28,0.683,325358292128,20320,Silent
Australia,1991,female,75+ years,39,480900,8.11,0.683,325358292128,20320,G.I. Generation
Australia,1991,female,35-54 years,169,2219100,7.62,0.683,325358292128,20320,Boomers
Australia,1991,female,55-74 years,96,1362200,7.05,0.683,325358292128,20320,Silent
Australia,1991,female,25-34 years,91,1408900,6.46,0.683,325358292128,20320,Boomers
Australia,1991,female,15-24 years,84,1354900,6.2,0.683,325358292128,20320,Generation X
Australia,1991,male,5-14 years,7,1290700,0.54,0.683,325358292128,20320,Millenials
Australia,1991,female,5-14 years,3,1223100,0.25,0.683,325358292128,20320,Millenials
Australia,1992,male,75+ years,87,298600,29.14,0.683,324878105053,20050,G.I. Generation
Australia,1992,male,25-34 years,407,1417200,28.72,0.683,324878105053,20050,Boomers
Australia,1992,male,15-24 years,384,1405300,27.33,0.683,324878105053,20050,Generation X
Australia,1992,male,55-74 years,325,1299600,25.01,0.683,324878105053,20050,Silent
Australia,1992,male,35-54 years,579,2336200,24.78,0.683,324878105053,20050,Boomers
Australia,1992,female,75+ years,45,497100,9.05,0.683,324878105053,20050,G.I. Generation
Australia,1992,female,55-74 years,102,1376100,7.41,0.683,324878105053,20050,Silent
Australia,1992,female,25-34 years,96,1412600,6.8,0.683,324878105053,20050,Boomers
Australia,1992,female,35-54 years,144,2280900,6.31,0.683,324878105053,20050,Boomers
Australia,1992,female,15-24 years,76,1351300,5.62,0.683,324878105053,20050,Generation X
Australia,1992,male,5-14 years,4,1298000,0.31,0.683,324878105053,20050,Millenials
Australia,1992,female,5-14 years,2,1230600,0.16,0.683,324878105053,20050,Millenials
Australia,1993,male,75+ years,95,307700,30.87,0.683,311528948848,19030,G.I. Generation
Australia,1993,male,25-34 years,392,1413500,27.73,0.683,311528948848,19030,Boomers
Australia,1993,male,15-24 years,332,1401500,23.69,0.683,311528948848,19030,Generation X
Australia,1993,male,55-74 years,293,1320700,22.19,0.683,311528948848,19030,Silent
Australia,1993,male,35-54 years,523,2389000,21.89,0.683,311528948848,19030,Boomers
Australia,1993,female,35-54 years,161,2340600,6.88,0.683,311528948848,19030,Boomers
Australia,1993,female,75+ years,34,510500,6.66,0.683,311528948848,19030,G.I. Generation
Australia,1993,female,25-34 years,76,1409500,5.39,0.683,311528948848,19030,Boomers
Australia,1993,female,55-74 years,75,1392400,5.39,0.683,311528948848,19030,Silent
Australia,1993,female,15-24 years,50,1344900,3.72,0.683,311528948848,19030,Generation X
Australia,1993,male,5-14 years,5,1303300,0.38,0.683,311528948848,19030,Millenials
Australia,1993,female,5-14 years,2,1236400,0.16,0.683,311528948848,19030,Millenials
Australia,1994,male,75+ years,100,315900,31.66,0.683,322201314424,19469,G.I. Generation
Australia,1994,male,25-34 years,426,1414900,30.11,0.683,322201314424,19469,Boomers
Australia,1994,male,15-24 years,377,1396400,27,0.683,322201314424,19469,Generation X
Australia,1994,male,35-54 years,648,2441200,26.54,0.683,322201314424,19469,Boomers
Australia,1994,male,55-74 years,311,1345000,23.12,0.683,322201314424,19469,Silent
Australia,1994,female,35-54 years,162,2400300,6.75,0.683,322201314424,19469,Boomers
Australia,1994,female,75+ years,33,522900,6.31,0.683,322201314424,19469,G.I. Generation
Australia,1994,female,25-34 years,88,1411500,6.23,0.683,322201314424,19469,Boomers
Australia,1994,female,55-74 years,79,1411700,5.6,0.683,322201314424,19469,Silent
Australia,1994,female,15-24 years,55,1336300,4.12,0.683,322201314424,19469,Generation X
Australia,1994,male,5-14 years,3,1310100,0.23,0.683,322201314424,19469,Millenials
Australia,1994,female,5-14 years,1,1243200,0.08,0.683,322201314424,19469,Millenials
Australia,1995,male,25-34 years,440,1421100,30.96,0.882,367216364716,21902,Generation X
Australia,1995,male,75+ years,88,328300,26.8,0.882,367216364716,21902,G.I. Generation
Australia,1995,male,35-54 years,587,2507400,23.41,0.882,367216364716,21902,Boomers
Australia,1995,male,15-24 years,318,1374600,23.13,0.882,367216364716,21902,Generation X
Australia,1995,male,55-74 years,274,1366600,20.05,0.882,367216364716,21902,Silent
Australia,1995,female,35-54 years,180,2472200,7.28,0.882,367216364716,21902,Boomers
Australia,1995,female,25-34 years,91,1417500,6.42,0.882,367216364716,21902,Generation X
Australia,1995,female,15-24 years,81,1321300,6.13,0.882,367216364716,21902,Generation X
Australia,1995,female,55-74 years,79,1430300,5.52,0.882,367216364716,21902,Silent
Australia,1995,female,75+ years,28,539200,5.19,0.882,367216364716,21902,G.I. Generation
Australia,1995,male,5-14 years,4,1326300,0.3,0.882,367216364716,21902,Millenials
Australia,1995,female,5-14 years,0,1261500,0,0.882,367216364716,21902,Millenials
Australia,1996,male,75+ years,122,346100,35.25,0.683,400302731411,23526,G.I. Generation
Australia,1996,male,25-34 years,471,1431200,32.91,0.683,400302731411,23526,Generation X
Australia,1996,male,15-24 years,366,1364200,26.83,0.683,400302731411,23526,Generation X
Australia,1996,male,35-54 years,669,2574500,25.99,0.683,400302731411,23526,Boomers
Australia,1996,male,55-74 years,330,1387200,23.79,0.683,400302731411,23526,Silent
Australia,1996,female,35-54 years,182,2545300,7.15,0.683,400302731411,23526,Boomers
Australia,1996,female,25-34 years,98,1431400,6.85,0.683,400302731411,23526,Generation X
Australia,1996,female,55-74 years,86,1445900,5.95,0.683,400302731411,23526,Silent
Australia,1996,female,75+ years,28,563200,4.97,0.683,400302731411,23526,G.I. Generation
Australia,1996,female,15-24 years,59,1311800,4.5,0.683,400302731411,23526,Generation X
Australia,1996,male,5-14 years,8,1339500,0.6,0.683,400302731411,23526,Millenials
Australia,1996,female,5-14 years,7,1274800,0.55,0.683,400302731411,23526,Millenials
Australia,1997,male,25-34 years,529,1436732,36.82,0.683,434568007513,25234,Generation X
Australia,1997,male,75+ years,123,362657,33.92,0.683,434568007513,25234,G.I. Generation
Australia,1997,male,15-24 years,408,1343245,30.37,0.683,434568007513,25234,Generation X
Australia,1997,male,35-54 years,717,2632245,27.24,0.683,434568007513,25234,Boomers
Australia,1997,male,55-74 years,305,1415672,21.54,0.683,434568007513,25234,Silent
Australia,1997,female,35-54 years,219,2614291,8.38,0.683,434568007513,25234,Boomers
Australia,1997,female,25-34 years,109,1441724,7.56,0.683,434568007513,25234,Generation X
Australia,1997,female,75+ years,40,585676,6.83,0.683,434568007513,25234,G.I. Generation
Australia,1997,female,15-24 years,86,1293106,6.65,0.683,434568007513,25234,Generation X
Australia,1997,female,55-74 years,96,1465721,6.55,0.683,434568007513,25234,Silent
Australia,1997,female,5-14 years,7,1283025,0.55,0.683,434568007513,25234,Millenials
Australia,1997,male,5-14 years,7,1347206,0.52,0.683,434568007513,25234,Millenials
Australia,1998,male,25-34 years,579,1434140,40.37,0.683,398899138574,22897,Generation X
Australia,1998,male,35-54 years,773,2687916,28.76,0.683,398899138574,22897,Boomers
Australia,1998,male,15-24 years,353,1330598,26.53,0.683,398899138574,22897,Generation X
Australia,1998,male,75+ years,96,379719,25.28,0.683,398899138574,22897,G.I. Generation
Australia,1998,male,55-74 years,301,1444867,20.83,0.683,398899138574,22897,Silent
Australia,1998,female,25-34 years,109,1443163,7.55,0.683,398899138574,22897,Generation X
Australia,1998,female,35-54 years,202,2680955,7.53,0.683,398899138574,22897,Boomers
Australia,1998,female,75+ years,40,607609,6.58,0.683,398899138574,22897,G.I. Generation
Australia,1998,female,15-24 years,81,1280391,6.33,0.683,398899138574,22897,Generation X
Australia,1998,female,55-74 years,90,1486036,6.06,0.683,398899138574,22897,Silent
Australia,1998,male,5-14 years,6,1355317,0.44,0.683,398899138574,22897,Millenials
Australia,1998,female,5-14 years,2,1291019,0.15,0.683,398899138574,22897,Millenials
Australia,1999,male,25-34 years,511,1431712,35.69,0.683,388395162301,22016,Generation X
Australia,1999,male,75+ years,119,397612,29.93,0.683,388395162301,22016,G.I. Generation
Australia,1999,male,35-54 years,741,2733238,27.11,0.683,388395162301,22016,Boomers
Australia,1999,male,15-24 years,303,1326531,22.84,0.683,388395162301,22016,Generation X
Australia,1999,male,55-74 years,315,1482441,21.25,0.683,388395162301,22016,Silent
Australia,1999,female,25-34 years,117,1443911,8.1,0.683,388395162301,22016,Generation X
Australia,1999,female,35-54 years,201,2735588,7.35,0.683,388395162301,22016,Boomers
Australia,1999,female,15-24 years,70,1277560,5.48,0.683,388395162301,22016,Generation X
Australia,1999,female,55-74 years,74,1516348,4.88,0.683,388395162301,22016,Silent
Australia,1999,female,75+ years,21,630042,3.33,0.683,388395162301,22016,G.I. Generation
Australia,1999,male,5-14 years,10,1366184,0.73,0.683,388395162301,22016,Millenials
Australia,1999,female,5-14 years,6,1300535,0.46,0.683,388395162301,22016,Millenials
Australia,2000,male,25-34 years,466,1430700,32.57,0.898,415034227218,23219,Generation X
Australia,2000,male,75+ years,115,416077,27.64,0.898,415034227218,23219,G.I. Generation
Australia,2000,male,35-54 years,745,2769752,26.9,0.898,415034227218,23219,Boomers
Australia,2000,male,15-24 years,271,1333011,20.33,0.898,415034227218,23219,Generation X
Australia,2000,male,55-74 years,281,1522620,18.46,0.898,415034227218,23219,Silent
Australia,2000,female,25-34 years,106,1445332,7.33,0.898,415034227218,23219,Generation X
Australia,2000,female,35-54 years,200,2782583,7.19,0.898,415034227218,23219,Boomers
Australia,2000,female,15-24 years,78,1285283,6.07,0.898,415034227218,23219,Generation X
Australia,2000,female,55-74 years,87,1549060,5.62,0.898,415034227218,23219,Silent
Australia,2000,female,75+ years,33,652895,5.05,0.898,415034227218,23219,G.I. Generation
Australia,2000,male,5-14 years,8,1377301,0.58,0.898,415034227218,23219,Millenials
Australia,2000,female,5-14 years,1,1309796,0.08,0.898,415034227218,23219,Millenials
Australia,2001,male,25-34 years,489,1427829,34.25,0.683,378215090694,20860,Generation X
Australia,2001,male,35-54 years,752,2803465,26.82,0.683,378215090694,20860,Boomers
Australia,2001,male,75+ years,115,437528,26.28,0.683,378215090694,20860,Silent
Australia,2001,male,15-24 years,280,1351444,20.72,0.683,378215090694,20860,Millenials
Australia,2001,male,55-74 years,296,1566014,18.9,0.683,378215090694,20860,Silent
Australia,2001,female,35-54 years,226,2827367,7.99,0.683,378215090694,20860,Boomers
Australia,2001,female,25-34 years,109,1445867,7.54,0.683,378215090694,20860,Generation X
Australia,2001,female,75+ years,39,677113,5.76,0.683,378215090694,20860,Silent
Australia,2001,female,55-74 years,81,1585702,5.11,0.683,378215090694,20860,Silent
Australia,2001,female,15-24 years,63,1303713,4.83,0.683,378215090694,20860,Millenials
Australia,2001,female,5-14 years,4,1317968,0.3,0.683,378215090694,20860,Millenials
Australia,2001,male,5-14 years,4,1386873,0.29,0.683,378215090694,20860,Millenials
Australia,2002,male,25-34 years,452,1433165,31.54,0.683,394486709920,21474,Generation X
Australia,2002,male,35-54 years,744,2820596,26.38,0.683,394486709920,21474,Boomers
Australia,2002,male,75+ years,101,456942,22.1,0.683,394486709920,21474,Silent
Australia,2002,male,15-24 years,246,1372770,17.92,0.683,394486709920,21474,Millenials
Australia,2002,male,55-74 years,266,1626692,16.35,0.683,394486709920,21474,Silent
Australia,2002,female,35-54 years,213,2845525,7.49,0.683,394486709920,21474,Boomers
Australia,2002,female,25-34 years,103,1444148,7.13,0.683,394486709920,21474,Generation X
Australia,2002,female,55-74 years,92,1643643,5.6,0.683,394486709920,21474,Silent
Australia,2002,female,75+ years,36,696793,5.17,0.683,394486709920,21474,Silent
Australia,2002,female,15-24 years,58,1316527,4.41,0.683,394486709920,21474,Millenials
Australia,2002,female,5-14 years,4,1321845,0.3,0.683,394486709920,21474,Millenials
Australia,2002,male,5-14 years,4,1391412,0.29,0.683,394486709920,21474,Millenials
Australia,2003,male,25-34 years,394,1437607,27.41,0.683,466294700058,25059,Generation X
Australia,2003,male,35-54 years,654,2840522,23.02,0.683,466294700058,25059,Boomers
Australia,2003,male,75+ years,103,476387,21.62,0.683,466294700058,25059,Silent
Australia,2003,male,15-24 years,243,1394989,17.42,0.683,466294700058,25059,Millenials
Australia,2003,male,55-74 years,284,1681943,16.89,0.683,466294700058,25059,Silent
Australia,2003,female,25-34 years,106,1444160,7.34,0.683,466294700058,25059,Generation X
Australia,2003,female,35-54 years,195,2868971,6.8,0.683,466294700058,25059,Boomers
Australia,2003,female,55-74 years,91,1697104,5.36,0.683,466294700058,25059,Silent
Australia,2003,female,15-24 years,48,1333189,3.6,0.683,466294700058,25059,Millenials
Australia,2003,female,75+ years,24,716236,3.35,0.683,466294700058,25059,Silent
Australia,2003,female,5-14 years,7,1323202,0.53,0.683,466294700058,25059,Millenials
Australia,2003,male,5-14 years,7,1393719,0.5,0.683,466294700058,25059,Millenials
Australia,2004,male,25-34 years,386,1441319,26.78,0.683,611904253806,32454,Generation X
Australia,2004,male,75+ years,126,489016,25.77,0.683,611904253806,32454,Silent
Australia,2004,male,35-54 years,655,2868425,22.83,0.683,611904253806,32454,Boomers
Australia,2004,male,55-74 years,293,1721736,17.02,0.683,611904253806,32454,Silent
Australia,2004,male,15-24 years,205,1420482,14.43,0.683,611904253806,32454,Millenials
Australia,2004,female,35-54 years,183,2902618,6.3,0.683,611904253806,32454,Boomers
Australia,2004,female,25-34 years,82,1446557,5.67,0.683,611904253806,32454,Generation X
Australia,2004,female,75+ years,40,726532,5.51,0.683,611904253806,32454,Silent
Australia,2004,female,15-24 years,67,1364452,4.91,0.683,611904253806,32454,Millenials
Australia,2004,female,55-74 years,69,1741477,3.96,0.683,611904253806,32454,Silent
Australia,2004,male,5-14 years,7,1402222,0.5,0.683,611904253806,32454,Millenials
Australia,2004,female,5-14 years,1,1329715,0.08,0.683,611904253806,32454,Millenials
Australia,2006,male,35-54 years,686,2894571,23.7,0.683,745521862833,39014,Boomers
Australia,2006,male,75+ years,114,506926,22.49,0.683,745521862833,39014,Silent
Australia,2006,male,25-34 years,277,1442942,19.2,0.683,745521862833,39014,Generation X
Australia,2006,male,55-74 years,309,1772439,17.43,0.683,745521862833,39014,Silent
Australia,2006,male,15-24 years,230,1446866,15.9,0.683,745521862833,39014,Millenials
Australia,2006,female,35-54 years,195,2934459,6.65,0.683,745521862833,39014,Boomers
Australia,2006,female,55-74 years,115,1798232,6.4,0.683,745521862833,39014,Silent
Australia,2006,female,75+ years,41,743060,5.52,0.683,745521862833,39014,Silent
Australia,2006,female,25-34 years,74,1444570,5.12,0.683,745521862833,39014,Generation X
Australia,2006,female,15-24 years,68,1388615,4.9,0.683,745521862833,39014,Millenials
Australia,2006,male,5-14 years,7,1404186,0.5,0.683,745521862833,39014,Millenials
Australia,2006,female,5-14 years,1,1332380,0.08,0.683,745521862833,39014,Millenials
Australia,2007,male,25-34 years,341,1470431,23.19,0.683,851962785585,43171,Generation X
Australia,2007,male,35-54 years,687,2977977,23.07,0.683,851962785585,43171,Boomers
Australia,2007,male,75+ years,124,539184,23,0.683,851962785585,43171,Silent
Australia,2007,male,55-74 years,305,1877160,16.25,0.683,851962785585,43171,Silent
Australia,2007,male,15-24 years,234,1515524,15.44,0.683,851962785585,43171,Millenials
Australia,2007,female,35-54 years,219,3025248,7.24,0.683,851962785585,43171,Boomers
Australia,2007,female,55-74 years,118,1911478,6.17,0.683,851962785585,43171,Silent
Australia,2007,female,25-34 years,90,1460752,6.16,0.683,851962785585,43171,Generation X
Australia,2007,female,15-24 years,66,1440419,4.58,0.683,851962785585,43171,Millenials
Australia,2007,female,75+ years,33,770691,4.28,0.683,851962785585,43171,Silent
Australia,2007,male,5-14 years,8,1408182,0.57,0.683,851962785585,43171,Generation Z
Australia,2007,female,5-14 years,4,1337384,0.3,0.683,851962785585,43171,Generation Z
Australia,2008,male,35-54 years,765,3015761,25.37,0.683,1052584601611,52315,Boomers
Australia,2008,male,25-34 years,354,1512033,23.41,0.683,1052584601611,52315,Generation X
Australia,2008,male,75+ years,121,552931,21.88,0.683,1052584601611,52315,Silent
Australia,2008,male,55-74 years,357,1935161,18.45,0.683,1052584601611,52315,Silent
Australia,2008,male,15-24 years,228,1560974,14.61,0.683,1052584601611,52315,Millenials
Australia,2008,female,35-54 years,231,3066609,7.53,0.683,1052584601611,52315,Boomers
Australia,2008,female,25-34 years,90,1494968,6.02,0.683,1052584601611,52315,Generation X
Australia,2008,female,55-74 years,97,1974752,4.91,0.683,1052584601611,52315,Silent
Australia,2008,female,15-24 years,60,1473105,4.07,0.683,1052584601611,52315,Millenials
Australia,2008,female,75+ years,27,781742,3.45,0.683,1052584601611,52315,Silent
Australia,2008,male,5-14 years,8,1411650,0.57,0.683,1052584601611,52315,Generation Z
Australia,2008,female,5-14 years,3,1340626,0.22,0.683,1052584601611,52315,Generation Z
